URL,Source,h1,p
https://totalpatioaccessories.com/products/60-round-copper-top-no-hole-4,https://totalpatioaccessories.com,60'' ROUND COPPER TOP NO HOLE,"Call (702) 309-4198 for pricing ### Collection:Copper Tops ### Dimensions:Width:60Depth:60Height:2Weight:150.000 ### Model Number:8CND-60 ### 3111 S Valley View Blvd, Ste P102-B, Las Vegas, NV 89102 ### (702) 309-4198 ### Unavailable ### Sold Out"
https://totalpatioaccessories.com/products/84-rectangular-copper-top-no-hole-5,https://totalpatioaccessories.com,84'' RECTANGULAR COPPER TOP NO HOLE,"Call (702) 309-4198 for pricing ### Collection:Copper Tops ### Dimensions:Width:84Depth:44Height:2Weight:196.000 ### Model Number:8CND-84 ### 3111 S Valley View Blvd, Ste P102-B, Las Vegas, NV 89102 ### (702) 309-4198 ### Unavailable ### Sold Out"
https://www.tandemarbor.com/products/blanc-box-weave-linen,https://www.tandemarbor.com,Custom Furniture ### Decor ### Resources ### Customizer ### Order Swatches ### Trade Program ### Contact ### Blanc Box Weave Linen ### Product Details: ### Why We Love This ### Like Being First? ### Let Us Help You ### The Company ### Resources,"Looking for more information? Please contact us via the method that's best for you! ### This a loosely woven fabric that presents a variety of vivid colors. Though casual in feel, this fabric is crisp in tailoring. While it is not technically a performance fabric, it is a woven fabric with a high fabric abrasion resistance of 100,000 double rubs. ### This a loosely woven fabric that presents a variety of vivid colors. Though casual in feel, this fabric is crisp in tailoring. While it is not technically a performance fabric, it is a woven fabric with a high fabric abrasion resistance of 100,000 double rubs. ### Production time is 6-8 weeks, plus 2-3 weeks for transit. ### Download Tear Sheet"
https://www.tandemarbor.com/products/blue-print-box-weave-linen,https://www.tandemarbor.com,Custom Furniture ### Decor ### Resources ### Customizer ### Order Swatches ### Trade Program ### Contact ### Blue Print Box Weave Linen ### Product Details: ### Why We Love This ### Like Being First? ### Let Us Help You ### The Company ### Resources,"Looking for more information? Please contact us via the method that's best for you! ### This a loosely woven fabric that presents a variety of vivid colors. Though casual in feel, this fabric is crisp in tailoring. While it is not technically a performance fabric, it is a woven fabric with a high fabric abrasion resistance of 100,000 double rubs. ### This a loosely woven fabric that presents a variety of vivid colors. Though casual in feel, this fabric is crisp in tailoring. While it is not technically a performance fabric, it is a woven fabric with a high fabric abrasion resistance of 100,000 double rubs. ### Production time is 6-8 weeks, plus 2-3 weeks for transit. ### Download Tear Sheet"
https://www.tandemarbor.com/products/blush-box-weave-linen,https://www.tandemarbor.com,Custom Furniture ### Decor ### Resources ### Customizer ### Order Swatches ### Trade Program ### Contact ### Blush Box Weave Linen ### Product Details: ### Why We Love This ### Like Being First? ### Let Us Help You ### The Company ### Resources,"Looking for more information? Please contact us via the method that's best for you! ### This a loosely woven fabric that presents a variety of vivid colors. Though casual in feel, this fabric is crisp in tailoring. While it is not technically a performance fabric, it is a woven fabric with a high fabric abrasion resistance of 100,000 double rubs. ### This a loosely woven fabric that presents a variety of vivid colors. Though casual in feel, this fabric is crisp in tailoring. While it is not technically a performance fabric, it is a woven fabric with a high fabric abrasion resistance of 100,000 double rubs. ### Production time is 6-8 weeks, plus 2-3 weeks for transit. ### Download Tear Sheet"
https://totalpatioaccessories.com/products/54-round-traditional-cast-top-with-hole-15,https://totalpatioaccessories.com,54'' ROUND TRADITIONAL CAST TOP WITH HOLE,"Call (702) 309-4198 for pricing ### Collection:Traditional Cast Aluminum Tops ### Dimensions:Width:54Depth:54Height:1.5Weight:53.000 ### Model Number:MCAS-054 ### 3111 S Valley View Blvd, Ste P102-B, Las Vegas, NV 89102 ### (702) 309-4198 ### Unavailable ### Sold Out"
https://www.mainecottage.com/products/tilly-chair,https://www.mainecottage.com,Tilly Spool Chair ### CUSTOMER SERVICE ### WAYS TO SHOP ### MORE INFO ### FOR THE TRADE ### SUBSCRIBE,"This site has limited support for your browser. We recommend switching to Edge, Chrome, Safari, or Firefox. ### Join the Cottage Crew for 3 FREE Paint or Fabric Swatches! ### Use code SUMMERCOLOR for 15% off $100, 20% off $2000, or 25% off $8000+! ### Sometimes it helps to see a color in person or get a feel for the fabric before you commit. We get it! That's why we offer sample cards for our 30 paint colors and 100+ fabric offerings.SHOP SAMPLES >. ### Buy It With ### Alta Fabric Treatment at Maine Cottage ### Out of stock ### Best service, amazing quality. This company outshines them all in so many ways! ### Happy customer ### The quality and workmanship is of high standards as are all the pieces I have ordered from Maine Cottage. ### Happy customer ### The quality of this furniture is definitely worth the price. It is well made - in America - and looks beautiful! Highly recommend!! ### Happy customer ### I will turn to them for more furniture in the future before looking anywhere else. ### Happy customer ### Fantastic customer service!! ### Happy Customer ### Very helpful and accommodating! ### Happy Customer ### An edited mix of iconic ### silhouettes and signature ### coordinates that create uplifting ### and timeless furniture designs. ### Real lumber is responsibly sourced ### for our frames. Natural cotton and ### linen fabrics are chosen for their ### integrity, durability, and softness. ### Our seating is all bench built and ### upholstered in North Carolina by ### furniture makers who have honed ### their skills for generations. ### Fabric cards feature oversized ### cuttings on the front and fabric ### details like repeat, content, and ### care instructions on the back. ### CUSTOMER SERVICE ### WAYS TO SHOP ### MORE INFO ### FOR THE TRADE ### Get three free swatches when you subscribe to our email newsletter! Plus, you'll be the first to know about all our sales, promotions, and product releases!"
https://www.tandemarbor.com/products/graphite-box-weave-linen,https://www.tandemarbor.com,Custom Furniture ### Decor ### Resources ### Customizer ### Order Swatches ### Trade Program ### Contact ### Graphite Box Weave Linen ### Product Details: ### Why We Love This ### Like Being First? ### Let Us Help You ### The Company ### Resources,"Looking for more information? Please contact us via the method that's best for you! ### This a loosely woven fabric that presents a variety of vivid colors. Though casual in feel, this fabric is crisp in tailoring. While it is not technically a performance fabric, it is a woven fabric with a high fabric abrasion resistance of 100,000 double rubs. ### This a loosely woven fabric that presents a variety of vivid colors. Though casual in feel, this fabric is crisp in tailoring. While it is not technically a performance fabric, it is a woven fabric with a high fabric abrasion resistance of 100,000 double rubs. ### Production time is 6-8 weeks, plus 2-3 weeks for transit. ### Download Tear Sheet"
https://contempoconcepts.com/products/antares-coffee-table,https://contempoconcepts.com,Antares Coffee Table,"Welcome to our store ### Greenington ### Expertly crafted in earth friendly solid bamboo, Greenington’s Antares coffee table brings the classic style of Mid-Century design into the modern home. The coffee table’s two-tiered design features a generous tabletop and useful lower shelf for books, magazines, and accessories. Each part of the Antares coffee table features hand finished gently rounded edges. The smooth fit and finish show off the gorgeous joinery, creating a simple but elegant floating style tabletop made from solid bamboo. Handsomely shaped modern splayed legs taper towards the floor. ### Sustainable and earth friendly, Amber finish is not a surface stain, the color is the result of an innovative process using heat, steam, and pressure to transform the solid bamboo material into Amber’s variety of tones. The environmentally safe finish displays a beautiful grain pattern with continuous color throughout the material. ### Variation in grain and color enrich the natural beauty of bamboo furniture and make each piece unique. Slight differences in bamboo shade colors are signs that the furniture has been constructed from solid bamboo and is considered a benchmark of quality. ### Greenington is produced in an ISO 14001 Environment Management certified facility, your purchase of this environmentally friendly bamboo product helps support forests and ecosystems worldwide. ### Dimensions: 48.0""w - 24.0""d - 17.5""h ### Greenington is a sustainable company creating beautiful high-quality furniture using one of the earth’s most sustainable resources, bamboo. Focused on quality, Greenington cuts no corners, staying true to their sustainable mission by following strict international standard guidelines, and having a zero-waste manufacturing process. ### Sign up to be the first to know about new furniture arrivals, sales, and special promotions, and to recieve exclusive online and in store offers. ### 465 West End Blvd.Winston Salem, NC 27101(336)723-1717info.contempoconcepts@gmail.com"
https://www.tandemarbor.com/products/alabaster-box-weave-linen,https://www.tandemarbor.com,Custom Furniture ### Decor ### Resources ### Customizer ### Order Swatches ### Trade Program ### Contact ### Alabaster Box Weave Linen ### Product Details: ### Why We Love This ### Like Being First? ### Let Us Help You ### The Company ### Resources,"Looking for more information? Please contact us via the method that's best for you! ### This a loosely woven fabric that presents a variety of vivid colors. Though casual in feel, this fabric is crisp in tailoring. While it is not technically a performance fabric, it is a woven fabric with a high fabric abrasion resistance of 100,000 double rubs. ### This a loosely woven fabric that presents a variety of vivid colors. Though casual in feel, this fabric is crisp in tailoring. While it is not technically a performance fabric, it is a woven fabric with a high fabric abrasion resistance of 100,000 double rubs. ### Production time is 6-8 weeks, plus 2-3 weeks for transit. ### Download Tear Sheet"
https://www.factorybuys.com.au/products/birch-plywood-adjustable-rocking-recliner-lounge-arm-chair-w-fabric-cushion-black,https://www.factorybuys.com.au,Fabric Rocking Armchair with Adjustable Footrest - Black,"Save $111! ### Save $111! ### Leaves warehouse in1-2 business days ### Learn more. ### Some items come with a 12 month warranty which you may seek a refund or replacement for the item. ### Extended warranties for your peace of mind may also be available for some items. Please refer to the item listing for warranty period. ### The warranty periods apply from the date of purchase of the product and any claim under this warranty must be made within 12 months ### Subject to the terms and conditions of this warranty, where your goods are defective within 12 months of your purchase, Factory Buys agrees to repair the goods, provide you with a replacement or provide you with store credit or a refund for the full amount of the purchase price (in the event that it is not possible to repair the goods or a replacement is unavailable). ### (No Showroom) ### Albion, QLD ### Subscribe to stay in the loop about the hottest deals."
https://www.do-shop.com/products/konnex-shelving-set-floor-standing,https://www.do-shop.com,Konnex Shelving Set - Floor Standing,"byMueller Moebel ### £610.00 ### Please select all options. ### The Konnex is aimed at people who enjoy constantly redesigning and organising their surroundings. This award-winning design features open shelves with an innovative comb-like connector system which enables different shelves to clip together to form a shelving system without the need for any tools or brackets. Each set of Konnex shelves comprises three modules of different sizes which can be used individually or together to form a large shelving system. ### Delivery - United KingdomThe UK delivery charge for this product is based on order value, including free delivery for orders above certain values. You can check these charges at the Shopping Cart or Checkout. ### Our prices include all applicable VAT, import duties, clearance charges and other fees associated with importing the product into the UK. You will not be asked for further payments once you have made the purchase. ### This product will be sent by a courier using a kerbside, non-timed service. We offer an enhanced delivery service which includes delivery at an agreed time slot to your room of choice, product assembly, removal of packaging and old items of furniture as well as storage for a limited period for an extra charge. Pleasecontact usfor a quotation. ### Delivery - Outside United KingdomCharges for deliveries outside the UK vary depending on size and weight of the product and will be shown at the Shopping Cart or Checkout. You can alsocontactus for a custom delivery cost quotation. ### Our shipping charges exclude import duties, local taxes and other applicable charges which may be levied as the goods reach your country. ### All our product prices include UK VAT of 20%, which will be automatically deducted at the Checkout for orders with delivery addresses outside the UK. Customers from outside the UK (including countries in the European Union) will be liable for paying any applicable local VAT or similar sales taxes. Once the shipment reaches its destination country, the relevant authorities or the shipping company will contact you with further information on such taxes, which must be paid by you before the goods can be delivered. Pleasecontact usif you have any questions. ### This product will be sent by a courier using a kerbside, non-timed service. ### Additional InformationDelivery & ReturnsTerms & Conditions ### We offer design furniture, lighting, accessories and professional services to private and contract customers. We're here to help you create a happy and uplifting environment in your home. ### Our Story > ### Sign up to our newsletter for the latest on product launches, sales and design news and receive10% offyour first order. ### © 2024Do Shop.Powered by Shopify ### Sign up to our newsletter for the latest on product launches, sales and design news and receive10% offyour first order. By subscribing you agree to ourTerms & ConditionsandPrivacy Policy."
https://najarianfurniture.com/products/florence-dresser,https://najarianfurniture.com,FLORENCE DRESSER,"Adding product to your cart ### You'll love to put your things away in the opulent Florence Dresser. The sculpted drawer front, rounded edges, stylized trim—all in an extraordinary silver finish—will amaze your eyes. In addition, to its beautiful exterior, it has plenty of storage space. Practical and delightful. ### Silver ### Our Company ### customer Care ### Contact info ### Subscribe"
https://totalpatioaccessories.com/products/rectangular-cast-top-fits-bases-m9307b-m9907b-m9352b-m9352bb-8,https://totalpatioaccessories.com,RECTANGULAR CAST TOP (FITS BASES M9307B M9907B M9352B M9352BB),"Call (702) 309-4198 for pricing ### Collection:Canterbury Tops ### Dimensions:Width:27Depth:52Height:2Weight:41.000 ### Model Number:MCAN-052 ### 3111 S Valley View Blvd, Ste P102-B, Las Vegas, NV 89102 ### (702) 309-4198 ### Unavailable ### Sold Out"
https://contempoconcepts.com/products/antares-end-table,https://contempoconcepts.com,Antares End Table,"Welcome to our store ### Greenington ### Expertly crafted in earth friendly solid bamboo, Greenington’s Antares end table brings the classic style of Mid-Century design into the modern home. The end table’s two-tiered design features a generous tabletop and useful lower shelf offering double the display and storage space for your books, remotes, or crafts. Each part of the Antares end table features hand finished gently rounded edges. The smooth fit and finish show off the gorgeous joinery, creating a simple but elegant floating style tabletop made from solid bamboo. Handsomely shaped modern splayed legs taper towards the floor. ### Sustainable and earth friendly, Amber finish is not a surface stain, the color is the result of an innovative process using heat, steam, and pressure to transform the solid bamboo material into Amber’s variety of tones. The environmentally safe finish displays a beautiful grain pattern with continuous color throughout the material. ### Variation in grain and color enrich the natural beauty of bamboo furniture and make each piece unique. Slight differences in bamboo shade colors are signs that the furniture has been constructed from solid bamboo and is considered a benchmark of quality. ### Greenington is produced in an ISO 14001 Environment Management certified facility, your purchase of this environmentally friendly bamboo product helps support forests and ecosystems worldwide. ### Dimensions: 20.0""w - 20.0""d - 23.5""h ### Greenington is a sustainable company creating beautiful high-quality furniture using one of the earth’s most sustainable resources, bamboo. Focused on quality, Greenington cuts no corners, staying true to their sustainable mission by following strict international standard guidelines, and having a zero-waste manufacturing process. ### Sign up to be the first to know about new furniture arrivals, sales, and special promotions, and to recieve exclusive online and in store offers. ### 465 West End Blvd.Winston Salem, NC 27101(336)723-1717info.contempoconcepts@gmail.com"
https://totalpatioaccessories.com/products/64-square-traditional-cast-top-16,https://totalpatioaccessories.com,64'' SQUARE TRADITIONAL CAST TOP,"Call (702) 309-4198 for pricing ### Collection:Traditional Cast Aluminum Tops ### Dimensions:Width:64Depth:64Height:1.5Weight:130.000 ### Model Number:MCAS-064 ### 3111 S Valley View Blvd, Ste P102-B, Las Vegas, NV 89102 ### (702) 309-4198 ### Unavailable ### Sold Out"
https://najarianfurniture.com/products/malta-bed,https://najarianfurniture.com,MALTA BED,"Adding product to your cart ### The commanding presence of the Malta Bed is softened by its lively details. Birch veneers, finished in a warm tobacco, are placed diagonally to give the headboard an unusual depth, while the vertical slat wood insets mirror the texture of the nickel drawer pulls. It’s the fun details that gives this bed a soft side. ### Tobacco ### Our Company ### customer Care ### Contact info ### Subscribe"
https://najarianfurniture.com/products/florence-mirror,https://najarianfurniture.com,FLORENCE MIRROR,"Adding product to your cart ### This luminous mirror is the perfect match to the waves and curves of the Florence Dresser. Its silver-finished, sculpted edges make the Florence Mirror one you'll love to look into, creating a perfect frame for your vision. ### Silver ### Our Company ### customer Care ### Contact info ### Subscribe"
https://contempoconcepts.com/products/santa-cruz-dresser,https://contempoconcepts.com,Santa Cruz Dresser,"Welcome to our store ### Greenington ### Create a casual and sophisticated look with Greenington’s Santa Cruz double dresser. The sleek modern design and simple clean lines of the four drawer Santa Cruz double dresser features a craftsman-built frame made from solid bamboo, lacquered in a matte black finish on a strong steel base. Black steel accents complement dark Wheat bamboo drawers and black lacquer surfaces.Four wide solid bamboo drawers built using English dovetail joinery sit on under-mounted, soft-close glides for easy opening and closing. Each drawer is faced in light Wheat solid bamboo material, with a drawer box of warm caramelized solid bamboo, and accented with a slim black steel drawer pull.Sustainable and earth friendly, Wheat is not a surface stain, the color is the result of an innovative process using heat, steam, and pressure to transform the solid bamboo material into light Wheat’s color.Each Santa Cruz dresser is beautifully finished on all four sides and ships professionally assembled. Discover the expert craftsmanship packed into each piece of Greenington bamboo furniture. Made using an eco-friendly, renewable resource harvested from fully sustainable and rapidly growing forests. ### Dimensions: 73.5""w - 18.0""d -28.0""h ### Greenington is a sustainable company creating beautiful high-quality furniture using one of the earth’s most sustainable resources, bamboo. Focused on quality, Greenington cuts no corners, staying true to their sustainable mission by following strict international standard guidelines, and having a zero-waste manufacturing process. ### Sign up to be the first to know about new furniture arrivals, sales, and special promotions, and to recieve exclusive online and in store offers. ### 465 West End Blvd.Winston Salem, NC 27101(336)723-1717info.contempoconcepts@gmail.com"
https://najarianfurniture.com/products/florence-bed,https://najarianfurniture.com,FLORENCE BED,Adding product to your cart ### The Roaring 20s are coming back with this Art Deco-inspired bed. Gorgeous hand-carved wood details with a stunning silver finish brings out the brilliance in the Florence Bed. It features an inviting headboard lined with button tufted upholstery in a rich cream fabric. This bed will add a bit of spectacular to your bedroom décor. ### Our Company ### customer Care ### Contact info ### Subscribe
https://najarianfurniture.com/products/florence-nightstand,https://najarianfurniture.com,FLORENCE NIGHTSTAND,"Adding product to your cart ### Silver finish, brushed nickle hardware, rounded edges, and carved wood details combine to make the Florence Nightstand stand out. Its radiant gloss will light up your bedroom décor. ### Silver ### Our Company ### customer Care ### Contact info ### Subscribe"
https://shophorne.com/products/signal-floor-lamp-si833,https://shophorne.com,Signal Floor Lamp - SI833,"$744.00 ### Signal Floor Lamp - SI833 ### $744.00 ### Apple Green - RAL6018 ### In stock ### Out of stock ### Black - RAL9011 ### In stock ### Out of stock ### Blue - RAL5012 ### In stock ### Out of stock ### Burgundy - RAL3005 ### In stock ### Out of stock ### Chocolate - RAL8017 ### In stock ### Out of stock ### Fuschia - RAL4008 ### In stock ### Out of stock ### Ivory - RAL1015 ### In stock ### Out of stock ### Khaki - RAL7002 ### In stock ### Out of stock ### Mustard - RAL1003 ### In stock ### Out of stock ### Olive Green - RAL6003 ### In stock ### Out of stock ### Orange - RAL2004 ### In stock ### Out of stock ### Pastel Blue - RAL5024 ### In stock ### Out of stock ### Pink - RAL4003 ### In stock ### Out of stock ### Red - RAL3020 ### In stock ### Out of stock ### Water Green - RAL6019 ### In stock ### Out of stock ### White ### In stock ### Out of stock ### Brushed Steel ### In stock ### Out of stock ### Chromed ### In stock ### Out of stock ### Bronze - RAL1036 ### In stock ### Out of stock ### Granite Grey - RAL7026 ### In stock ### Out of stock ### Mouse Grey - RAL7005 ### In stock ### Out of stock ### Silver Grey - RAL9006 ### In stock ### Out of stock ### Vespa ### In stock ### Out of stock ### Yellow Sulfur - RAL1016 ### In stock ### Out of stock ### Water Blue - RAL5021 ### In stock ### Out of stock ### Ocean Blue - RAL5020 ### In stock ### Out of stock ### Hammered Black ### In stock ### Out of stock ### Hammered Copper ### In stock ### Out of stock ### Herb Green - RAL6010 ### In stock ### Out of stock ### Sapphire Blue - RAL5003 ### In stock ### Out of stock ### Old Rose - RAL3014 ### In stock ### Out of stock ### Most orders over $75 ship for free via UPS/FedEx or Curbside Freight delivery.  Some items require a manufacturer’s required shipping fee or an oversized shipping fee. ### We are unable to accept returns, exchanges or cancelations on any products labeled as “Special Order Item(s)” on the product page, any outlet items or any items that are custom ordered. ### Most orders over $75 ship for free via UPS/FedEx/USPS.  Some items require a manufacturer’s required shipping fee or an oversized shipping fee.  When buying multiple items that usually ship FedEx/UPS/USPS it is possible the items will be shipped freight for safety and protection. ### Digital swatches are not always color accurate.Please contact us for samples. ### DescriptionDesigned with the ability to twist and turn at the joints without conflict to the wiring, these industrial lamps are not only beautiful but also highly practical. Originally designed in 1950 as the ""indestructible"" standard for work lamps, Jielde lamps are now the perfect modern accent for any room.The Signal series, launched in 2003 for the residential market, compliments many styles of decor with an airier presence than the Loft series. All Jielde lights are custom painted with a high gloss (or matte) finish and then given a unique serial number to identify the lamp. Fully adjustable at each joint.If you would like us to send you an RAL color chart for more precise color matching please contact us. ### Designed with the ability to twist and turn at the joints without conflict to the wiring, these industrial lamps are not only beautiful but also highly practical. Originally designed in 1950 as the ""indestructible"" standard for work lamps, Jielde lamps are now the perfect modern accent for any room. ### The Signal series, launched in 2003 for the residential market, compliments many styles of decor with an airier presence than the Loft series. All Jielde lights are custom painted with a high gloss (or matte) finish and then given a unique serial number to identify the lamp. Fully adjustable at each joint. ### If you would like us to send you an RAL color chart for more precise color matching please contact us. ### When Jean Louis Domecq was working long hours in his workshop in France, he spent far too many evenings squinting in the dim light. After five years of sketching, he dreamed up a new type of light fixture, one that could be tough enough to withstand a born tinkerer’s desk. Now, iconic Jielde lighting is seen on the desks of everyone from architects to artists. ### When Jean Louis Domecq was working long hours in his workshop in France, he spent far too many evenings squinting in the dim light. After five years of sketching, he dreamed up a new type of light fixture, one that could be tough enough to withstand a born tinkerer’s desk. Now, iconic Jielde lighting is seen on the desks of everyone from architects to artists. ### Free FedEx ground or freight shipping on most orders over $75! ### Found a lower price?  We will gladly match it. ### Most items at HORNE qualify for FREE 90-day returns for HORNE credit. ### {{ message }} ### {{ message }} ### HORNE ### Office: 118 North Water Street
Lancaster, PA 17603 ### Join ourTrade Programfor access to trade pricing and benefits. ### ©2008–2024 HORNE"
https://www.do-shop.com/products/konnex-shelving-set-wall-mounted,https://www.do-shop.com,Konnex Shelving Set - Wall Mounted,"byMueller Moebel ### £720.00 ### Please select all options. ### The Konnex is aimed at people who enjoy constantly redesigning and organising their surroundings. This award-winning design features open shelves with an innovative comb-like connector system which enables different shelves to clip together to form a shelving system without the need for any tools or brackets. Each set of Konnex shelves comprises three modules of different sizes which can be used individually or together to form a large shelving system. ### Delivery - United KingdomThe UK delivery charge for this product is based on order value, including free delivery for orders above certain values. You can check these charges at the Shopping Cart or Checkout. ### Our prices include all applicable VAT, import duties, clearance charges and other fees associated with importing the product into the UK. You will not be asked for further payments once you have made the purchase. ### This product will be sent by a courier using a kerbside, non-timed service. We offer an enhanced delivery service which includes delivery at an agreed time slot to your room of choice, product assembly, removal of packaging and old items of furniture as well as storage for a limited period for an extra charge. Pleasecontact usfor a quotation. ### Delivery - Outside United KingdomCharges for deliveries outside the UK vary depending on size and weight of the product and will be shown at the Shopping Cart or Checkout. You can alsocontactus for a custom delivery cost quotation. ### Our shipping charges exclude import duties, local taxes and other applicable charges which may be levied as the goods reach your country. ### All our product prices include UK VAT of 20%, which will be automatically deducted at the Checkout for orders with delivery addresses outside the UK. Customers from outside the UK (including countries in the European Union) will be liable for paying any applicable local VAT or similar sales taxes. Once the shipment reaches its destination country, the relevant authorities or the shipping company will contact you with further information on such taxes, which must be paid by you before the goods can be delivered. Pleasecontact usif you have any questions. ### This product will be sent by a courier using a kerbside, non-timed service. ### Additional InformationDelivery & ReturnsTerms & Conditions ### We offer design furniture, lighting, accessories and professional services to private and contract customers. We're here to help you create a happy and uplifting environment in your home. ### Our Story > ### Sign up to our newsletter for the latest on product launches, sales and design news and receive10% offyour first order. ### © 2024Do Shop.Powered by Shopify ### Sign up to our newsletter for the latest on product launches, sales and design news and receive10% offyour first order. By subscribing you agree to ourTerms & ConditionsandPrivacy Policy."
https://contempoconcepts.com/products/antares-console-table,https://contempoconcepts.com,Antares Console Table,"Welcome to our store ### Greenington ### Expertly crafted in earth friendly solid bamboo, Greenington’s Antares console table brings the classic style of Mid-Century design into the modern home. Placed in an entryway, hall or behind the sofa, the Antares two-tiered console table looks stylish nestled against the wall, in an entry or behind a sofa. Antares provides space to display artful vignettes on its top surface and useful lower storage shelf. Each part of the Antares console table features hand finished gently rounded edges. The smooth fit and finish show off the gorgeous joinery, creating a simple but elegant floating style tabletop made from solid bamboo. Handsomely shaped modern splayed legs taper towards the floor. ### Sustainable and earth friendly, Amber finish is not a surface stain, the color is the result of an innovative process using heat, steam, and pressure to transform the solid bamboo material into Amber’s variety of tones. The environmentally safe finish displays a beautiful grain pattern with continuous color throughout the material. ### Variation in grain and color enrich the natural beauty of bamboo furniture and make each piece unique. Slight differences in bamboo shade colors are signs that the furniture has been constructed from solid bamboo and is considered a benchmark of quality. ### Greenington is produced in an ISO 14001 Environment Management certified facility, your purchase of this environmentally friendly bamboo product helps support forests and ecosystems worldwide. ### Dimensions: 46.0""w - 14.0""d - 32.0""h ### Greenington is a sustainable company creating beautiful high-quality furniture using one of the earth’s most sustainable resources, bamboo. Focused on quality, Greenington cuts no corners, staying true to their sustainable mission by following strict international standard guidelines, and having a zero-waste manufacturing process. ### Sign up to be the first to know about new furniture arrivals, sales, and special promotions, and to recieve exclusive online and in store offers. ### 465 West End Blvd.Winston Salem, NC 27101(336)723-1717info.contempoconcepts@gmail.com"
https://www.factorybuys.com.au/products/2-x-premium-white-leather-bar-stools,https://www.factorybuys.com.au,Set of 2 Liosia PU Leather Patterned Bar Stools - White & Chrome,"Save $126! ### Save $126! ### Leaves warehouse in1-2 business days ### Learn more. ### Some items come with a 12 month warranty which you may seek a refund or replacement for the item. ### Extended warranties for your peace of mind may also be available for some items. Please refer to the item listing for warranty period. ### The warranty periods apply from the date of purchase of the product and any claim under this warranty must be made within 12 months ### Subject to the terms and conditions of this warranty, where your goods are defective within 12 months of your purchase, Factory Buys agrees to repair the goods, provide you with a replacement or provide you with store credit or a refund for the full amount of the purchase price (in the event that it is not possible to repair the goods or a replacement is unavailable). ### (No Showroom) ### Albion, QLD ### Subscribe to stay in the loop about the hottest deals."
